2739,2741,0,0,0,0,0,0,1
2084,2598,0,0,0,0,0,0,1
2199,2947,0,1,0,0,0,0,0
2413,3077,0,0,0,0,0,0,0
84,2130,0,0,0,0,0,0,0
2507,2561,0,0,0,0,0,0,0
2550,2681,0,0,0,0,0,0,0
2599,2352,0,0,0,0,0,0,0
2116,2520,0,0,0,0,0,0,0
2305,127,0,0,0,0,0,0,0
258,119,0,0,0,0,0,0,0
2633,2331,0,0,0,0,0,0,0
2747,153,0,0,0,0,0,0,0
222,2415,0,0,0,0,0,0,0
183,331,0,0,0,0,0,0,0
228,2643,0,0,0,0,0,0,0
2509,2217,0,0,0,0,0,0,0
58,2010,0,0,0,0,0,0,0
2166,325,0,0,0,0,0,0,0
349,2368,0,0,0,0,0,0,0
2050,282,0,0,0,0,0,0,0
2230,170,0,0,0,0,0,0,0
2244,219,0,0,0,0,0,0,0
45,2619,0,0,0,0,0,0,0
113,2349,0,0,0,0,0,0,0
227,2803,0,0,0,0,0,0,0
2670,2241,0,0,0,0,0,0,0
42,2115,0,0,0,0,0,0,0
2885,2142,0,0,0,0,0,0,0
232,2506,0,0,0,0,0,0,0
256,2192,0,0,0,0,0,0,0
2006,2109,0,0,0,0,0,0,0
103,270,0,0,0,0,0,0,0
221,2754,0,0,0,0,0,0,0
87,82,0,0,0,0,0,0,0
152,116,0,0,0,0,0,0,0
2579,2908,0,0,0,0,0,0,0
94,2733,0,0,0,0,0,0,0
2473,126,0,0,0,0,0,0,0
2005,3094,0,0,0,0,0,0,0
2000,3166,0,0,0,0,0,0,0
160,111913,0,0,0,0,0,0,0
2569,2913,0,0,0,0,0,0,0
2287,526,0,0,0,0,0,0,0
294,50,0,0,0,0,0,0,0
2429,236,0,0,0,0,0,0,0
2711,2174,0,0,0,0,0,0,0
2261,108806,0,0,0,0,0,0,0
2344,3153,0,0,0,0,0,0,0
2515,2167,0,0,0,0,0,0,0
108,109,0,0,0,0,0,0,0
295,2426,0,0,0,0,0,0,0
2026,2369,0,0,0,0,0,0,0
189,2838,0,0,0,0,0,0,0
2341,111171,0,0,0,0,0,0,0
2117,2985,0,0,0,0,0,0,0
2678,2689,0,0,0,0,0,0,0
231,3243,0,0,0,0,0,0,0
159,108822,0,0,0,0,0,0,0
2247,2193,0,0,0,0,0,0,0
107,2529,0,0,0,0,0,0,0
2127,3242,0,0,0,0,0,0,0
2448,2430,0,0,0,0,0,0,0
2617,2642,0,0,0,0,0,0,0
2393,2327,0,0,0,0,0,0,0
324,366,0,0,0,0,0,0,0
2534,2194,0,0,0,0,0,0,0
120,48,0,0,0,0,0,0,0
2097,350,0,0,0,0,0,0,0
2641,2916,0,0,0,0,0,0,0
2535,2453,0,0,0,0,0,0,0
218,2325,0,0,0,0,0,0,0
151,2169,0,0,0,0,0,0,0
235,2635,0,0,0,0,0,0,0
202,2016,0,0,0,0,0,0,0
2724,2348,0,0,0,0,0,0,0
139,2546,0,0,0,0,0,0,0
2565,279,0,0,0,0,0,0,0
2066,172,0,0,0,0,0,0,0
292,2837,0,0,0,0,0,0,0
2571,2253,0,0,0,0,0,0,0
251,2197,0,0,0,0,0,0,0
66,2011,0,0,0,0,0,0,0
111,104,0,0,0,0,0,0,0
333,2582,0,0,0,0,0,0,0
135,2437,0,0,0,0,0,0,0
158,2400,0,0,0,0,0,0,0
275,2154,0,0,0,0,0,0,0
142,2110,0,0,0,0,0,0,0
155,2462,0,0,0,0,0,0,0
2447,2401,0,0,0,0,0,0,0
2320,2281,0,0,0,0,0,0,0
2046,2474,0,0,0,0,0,0,0
2351,111910,0,0,0,0,0,0,0
2653,2232,0,0,0,0,0,0,0
2572,111951,0,0,0,0,0,0,0
249,2025,0,0,0,0,0,0,0
242,2605,0,0,0,0,0,0,0
2623,198,0,0,0,0,0,0,0
2460,132,0,0,0,0,0,0,0
2674,2151,0,0,0,0,0,0,0
5,2382,0,0,0,0,0,0,0
250,3086,0,0,0,0,0,0,0
2296,2433,0,0,0,0,0,0,0
2459,2524,0,0,0,0,0,0,0
9,2239,0,0,0,0,0,0,0
288,2553,0,0,0,0,0,0,0
309,111982,0,0,0,0,0,0,0
130,2450,0,0,0,0,0,0,0
99,2545,0,0,0,0,0,0,0
2630,2161,0,0,0,0,0,0,0
253,110418,0,0,0,0,0,0,0
156,2710,0,0,0,0,0,0,0
2752,85,0,0,0,0,0,0,0
46,2379,0,0,0,0,0,0,0
2363,2210,0,0,0,0,0,0,0
2405,2329,0,0,0,0,0,0,0
2443,2590,0,0,0,0,0,0,0
2250,304,0,0,0,0,0,0,0
2,6,0,0,0,0,0,0,0
52,57,0,0,0,0,0,0,0
26,2870,0,0,0,0,0,0,0
2466,2113,0,0,0,0,0,0,0
2638,94822,0,0,0,0,0,0,0
204,27,0,0,0,0,0,0,0
2350,140,0,0,0,0,0,0,0
2172,311,0,0,0,0,0,0,0
147,328,0,0,0,0,0,0,0
3084,224,0,0,0,0,0,0,0
269,2378,0,0,0,0,0,0,0
96,150,0,0,0,0,0,0,0
238,2737,0,0,0,0,0,0,0
239,2640,0,0,0,0,0,0,0
166,2449,0,0,0,0,0,0,0
301,2692,0,0,0,0,0,0,0
24,2547,0,0,0,0,0,0,0
2501,109661,0,0,0,0,0,0,0
302,2539,0,0,0,0,0,0,0
2463,167,0,0,0,0,0,0,0
300,70,0,0,0,0,0,0,0
2751,2540,0,0,0,0,0,0,0
21,2029,0,0,0,0,0,0,0
278,1,0,0,0,0,0,0,0
264,98,0,0,0,0,0,0,0
2440,252,0,0,0,0,0,0,0
2483,2502,0,0,0,0,0,0,0
30,2523,0,0,0,0,0,0,0
